No_,Description,Base Unit of Measure,Inventory Posting Group,Gen_ Prod_ Posting Group,Global Dimension 1 Code,Global Dimension 2 Code,Item Category Code
1APD0412,Strawberry I/C 4 Ltr,PORTION,FINISHGOOD,FINISHGOOD,,,16106
1APD0413,Khubani Ka Meetha With Ice Cream,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APE0178,Coca Cola Fountain ,PCS,FINISHGOOD,FINISHGOOD,,,18113
1APE0179,Sprite Fountain ,PCS,FINISHGOOD,FINISHGOOD,,,18113
1APE0180,Thums Up Fountain ,PCS,FINISHGOOD,FINISHGOOD,,,18113
1APE0195,Royal Mutton Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APE0196,Royal Chicken Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0197,Nizami Mutton Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APE0198,Nizami Chicken Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11103
1APE0199,Veg Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11103
1APE0200,Supreme Chicken Biryani Pack (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0201,Supreme Mutton Biryani Pack (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APE0202,Egg Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11102
1APE0208,Special Chicken Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0209,Special Mutton Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APE0239,Chicken Curry (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APE0240,Chicken Masala (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13100
1APE0241,Chicken Kadhai (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13100
1APE0243,Paneer Butter Masala (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APE0244,Dal Makhani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APE0246,Malabar Paratha (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APE0247,Lachha Paratha (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APE0272,Nizami Fiery Chicken Biryani (Boneless)(Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0273,Royal Fiery Chicken Biryani (Boneless)(Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0293,Dakshin-E-Khaas Nizami Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0294,Dakshin-E-Khaas Royal Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0295,Dakshin-E-Khaas Kebab (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APE0304,Peri Peri Nizami Chicken Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0305,Peri Peri Royal Chicken Biryani (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APE0306,Peri Peri Chicken Kebab (Exp),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APNDC074,Meal for one Rcb+3pc ctk+1bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNDC075,Meal for two Ncb+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNDC076,FamilyTreat 2Ncb+8pc ctk+4bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNDC085,Meal for one Rmb+3pc ctk+1bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APNDC086,Meal for two Nmb+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APNDC087,FamilyTreat 2Nmb+8pc ctk+4bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APNDC088,Meal for two Egg+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10102
1APNDC089,Meal for two Veg+6pc ptk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APNUP055,Royal Chicken Biryani With Fiery Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP056,Nizami Chicken Biryani With Fiery Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP057,Royal Fiery Biryani With Fiery Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP058,Special Veg Biryani With Paneer Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APNUP059,Royal Chicken Biryani With Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP060,Royal Chicken Biryani With Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP061,Nizami Chicken Biryani With Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP062,Nizami Chicken Biryani With Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP063,Royal Chicken Fiery Biryani With Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP064,Royal Chicken Fiery Biryani With Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP065,Special Veg Biryani With Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APNUP066,Special Veg Biryani With Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APNUP067,Dakshin Royal Biryani With Dakshin Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP068,Dakshin Royal Biryani With Dakshin Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP069,Dakshin Nizami Biryani With Dakshin Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP070,Dakshin Nizami Biryani With Dakshin Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP071,Mini Chicken Biryani With Dakshin Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP073,Mini Mutton Biryani With Half Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APNUP074,Meal for One,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP075,Meal for Two,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP076,Family Treat,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APNUP083,Royal Chicken with Chicken Tikka Kebab Roll,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APT0021,Biryani Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1APT0027,Mirchi Ka Salan,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1APT0092,Boiled Egg,PCS,FINISHGOOD,FINISHGOOD,,,11102
1APT0122,Chettinadu Murgh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0123,Chicken Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0125,Chicken Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0126,Chicken Kalmi Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0128,Chicken Reshmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0130,Mini Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0132,Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0133,Chicken Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0137,Tandoori Chicken (Full),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0138,Tandoori Chicken (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0145,Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1APT0165,Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0168,Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0170,Khubani Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0195,Royal Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APT0196,Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0197,Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APT0198,Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1APT0199,Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1APT0200,Supreme Chicken Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0201,Supreme Mutton Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APT0202,Egg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1APT0204,Chicken Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APT0205,Egg Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10102
1APT0206,Mutton Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APT0207,Veg Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APT0208,Special Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0209,Special Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APT0214,Mutton Haleem,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1APT0221,Mini Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0239,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1APT0240,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1APT0241,Chicken Kadhai,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1APT0243,Paneer Butter Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APT0244,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APT0248,Paneer Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,11103
1APT0252,Chicken Mustard Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0262,Nizami Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0263,Royal Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0266,Chicken Garlic kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0269,Chettinadu kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0270,Chicken Reshmi kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0272,Nizami Fiery Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0273,Royal Fiery Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0274,Chicken Fiery Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0277,Chicken Fiery Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0278,Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0279,Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0280,Khubani Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1APT0282,Chicken Fiery Kebab - (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0293,Dakshin-E-Khaas Nizami Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0294,Dakshin-E-Khaas Royal Biryani ,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0295,Dakshin-E-Khaas Kebab ,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0300,Dakshin-E-Khaas Kebab (Half) ,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0304,Peri Peri Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0305,Peri Peri Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1APT0306,Peri Peri Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0307,Chicken Biryani Tray Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APT0308,Veg Biryani Tray Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APT0320,Mini Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1APT0326,Malabar Paratha - 2pcs,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1APT0327,Lachha Paratha - 2Pcs,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1APT0332,Mutton Haleem Family Pack,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1APT0336,Addon Onion and Lime,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1APT0337,Kebab Roll - Chicken Tikka,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0338,Kebab Roll - Paneer Tikka,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1APT0339,Egg Roll,PORTION,FINISHGOOD,FINISHGOOD,,,12107
1APT0340,Green Pepper Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0341,Soya Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1APT0375,Dal Tadka,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1APT0378,Veg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1APT0379,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1APT0438,Chicken Mustard Garlic Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1APT0439,Green Pepper Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12103
1APT0440,Soya Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12103
1APUP046,Haleem Combo (Pack for 2),PORTION,FINISHGOOD,FINISHGOOD,,,10101
1APUP047,Haleem with Coke,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1APUP051,Mini Chicken Biryani (Pack for 2),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP052,Mini Chicken Biryani with Half Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP079,Kebab Roll- Chicken Tikka ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP080,Kebab Roll- Paneer Tikka ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10103
1APUP081,Egg Roll ( 2 no’s ),PORTION,FINISHGOOD,FINISHGOOD,,,10102
1APUP082,Kebab Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP084,Egg & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP085,Egg & Paneer Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1APUP086,Paneer & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BL00189,Falooda,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1BL00190,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1BL00191,Plain Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1BL00193,Extra Biryani Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1BL00194,Extra Biryani Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1BL00195,Extra (Double) Masala ,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1BL00196,Masala Thumbs Up,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1BL00197,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1BL00199,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1BL00200,Salted Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1BL00201,Sweet Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1BLCD001,Nizami Chicken Biryani With Nizami Chicken Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1BLCD002,Nizami Mutton Biryani With Nizami Chicken Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1BLCD003,Nizami Mutton Biryani With Nizami Mutton Biryani,,FINISHGOOD,FINISHGOOD,,,10101
1BLCD004,Veg Biryani With Veg Biryani,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD005,Veg Dum Biryani With Veg Dum Biryani,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD006,Veg Biryani With Veg Biryani,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD007,Royal Chicken Biryani With ChickenTikkaKebab(Half),,FINISHGOOD,FINISHGOOD,,,10100
1BLCD008,Royal Chicken Biryani With ChickenKalmiKebab(Half),,FINISHGOOD,FINISHGOOD,,,10100
1BLCD009,Royal Mutton Biryani With Chicken Tikka Kebab (Hal,,FINISHGOOD,FINISHGOOD,,,10101
1BLCD010,Royal Mutton Biryani With Chicken Kalmi Kebab (Hal,,FINISHGOOD,FINISHGOOD,,,10101
1BLCD011,Veg  Biryani With Paneer Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD012,Veg Dum Biryani With Paneer Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD013,Nizami Chicken Biryani With Nizami Chicken Biryani,,FINISHGOOD,FINISHGOOD,,,10100
1BLCD014,Nizami Mutton Biryani With Nizami Chicken Biryani ,,FINISHGOOD,FINISHGOOD,,,10101
1BLCD015,Nizami Mutton Biryani With Nizami Mutton Biryani (,,FINISHGOOD,FINISHGOOD,,,10101
1BLCD016,Veg Biryani With Paneer Tikka Kebab,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD017,Royal Chicken Biryani With ChickenTikkaKebab(Half),,FINISHGOOD,FINISHGOOD,,,10101
1BLCD018,Royal Chicken Biryani With ChickenKalmiKebab(Half),,FINISHGOOD,FINISHGOOD,,,10101
1BLCD019,Royal Mutton Biryani With Chicken Tikka Kebab (Hal,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD020,Royal Mutton Biryani With Chicken Kalmi Kebab (Hal,,FINISHGOOD,FINISHGOOD,,,10103
1BLCD021,Free Gulab Jamun with Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCD022,Free Gulab Jamun with Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCD023,Buy 2 Royal Chicken Biryani Get1ChickenKalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCD024,Buy2 Royal Mutton Biryani Get1Chicken Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCD025,Buy2 Royal ChickenBiryani Get1ChickenKalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCD026,Buy2Royal Mutton Biryani Get 1Chicken Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCD027,KHEEMA MASAL COMBO,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT001,Nizami Chk Biryani with Chk Tikka Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT002,Nizami Chk Biryani with Chk Garlic Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT003,Nizami Chk Biryani with Chk Reshmi Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT004,Nizami Chk Biryani with Chk Tikka Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT005,Nizami Chk Biryani with Chk Garlic Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT006,Nizami Chk Biryani with Chk Reshmi Kebab-TA,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT007,Nizami Chicken Biryani With Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT008,Nizami Mutton Biryani With Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT009,Nizami Mutton Biryani With Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT010,Veg Biryani With Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT011,Veg Dum Biryani With Veg Dum Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT012,Veg Biryani With Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT013,Royal Chicken Biryani With Chicken Tikka Kebab (Ha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT014,Royal Chicken Biryani With Chicken Kalmi Kebab (Ha,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT015,Royal Mutton Biryani With Chicken Tikka Kebab (Hal,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT016,Royal Mutton Biryani With Chicken Kalmi Kebab (Hal,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT017,Veg  Biryani With Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT018,Veg Dum Biryani With Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT019,Nizami Chicken Biryani With Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1BLCT020,Nizami Mutton Biryani With Nizami Chicken Biryani ,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT021,Nizami Mutton Biryani With Nizami Mutton Biryani (,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT022,Veg Biryani With Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT023,Royal Chicken Biryani With Chicken Tikka Kebab (Ha,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT024,Royal Chicken Biryani With Chicken Kalmi Kebab (Ha,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1BLCT025,Royal Mutton Biryani With Chicken Tikka Kebab (Hal,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLCT026,Royal Mutton Biryani With Chicken Kalmi Kebab (Hal,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1BLD0002,Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1BLD0003,Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1BLD0004,Supreme Chicken Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1BLD0007,Special Non-veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11104
1BLD0008,Egg  Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1BLD0011,Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1BLD0012,Royal Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1BLD0014,Supreme Mutton Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1BLD0020,Veg Dum Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1BLD0021,Biryani Raita ,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0023,Cucumber Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0026,Green Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0027,Mirchi Ka Salan,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0030,Onion Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0032,Papad Masala,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0033,Papad Roasted,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0035,Plain Curd,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1BLD0036,Chicken 65,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0038,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0040,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0041,Chicken Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0043,Chilli Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0044,Pepper Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1BLD0046,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1BLD0047,Egg Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1BLD0050,Apollo Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1BLD0051,Chilli Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1BLD0061,Babycorn Manchuria,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0062,Chilli Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0063,Crispy Corn Chilli Pepper,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0065,Gobi Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0066,Paneer 65,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0068,Vegetable Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0069,Vegetable Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0071,Vegetables Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1BLD0081,Butter Chicken Boneless,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0082,Chicken Chilli Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0083,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0085,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0087,Chicken Tikka Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0090,Paradise Special Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0091,Tandoori Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1BLD0092,Boiled Egg,PCS,FINISHGOOD,FINISHGOOD,,,11102
1BLD0094,Egg Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13102
1BLD0098,Kheema Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1BLD0100,Mutton Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1BLD0101,Mutton Rogan Josh,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1BLD0102,Paradise Special Mutton,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1BLD0107,Dal Fry,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0108,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0110,Kadai Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0111,Kadai Vegetable,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0113,Methi Chaman,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0115,Nizami Handi,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0116,Palak Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0117,Paneer Butter Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0119,Vegetable - Do- Pyaza,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1BLD0120,Aachari Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1BLD0121,Achaari Chutney Murgh Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1BLD0122,Chettinadu Murgh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1BLD0123,Chicken Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
